tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
128	SP2	238.22	243.02	4.8	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	16	[okay] (.) e lo mi- mischiate un po' con l'i[taliano, quando: par]late [fra di voi o]	[okay] {P} e lo mi- mischiate un po' con l'i[taliano, quando: par]late [fra di voi o]	okay {P} e lo mi- mischiate un po' con l' italiano quando parlate fra di voi o
129	SP1	240.25	241.87	1.62	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	[sì (.) °sì sì°]	[sì {P} °sì sì°]	sì {P} sì sì
130	SP1	241.98	243.027	1.047	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[sì: sì:]	[sì: sì:]	sì sì
131	SP2	243.4	244.81	1.41	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	4	tu hai fratelli anch[e:?]	tu hai fratelli anch[e:]?	tu hai fratelli anche
132	SP1	244.56	247.45	2.89	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	1	0	0	8	[sì.] (.) ho una sorella che: studia in università	[sì]. {P} ho una sorella che: studia in università	sì {P} ho una sorella che studia in università
133	SP2	247.51	248.65	1.14	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	ah che cosa studia?	ah che cosa studia?	ah che cosa studia
134	SP1	248.687	249.23	0.543	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	chimica	chimica	chimica
135	SP2	249.36	250.407	1.047	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	chimica [okay]	chimica [okay]	chimica okay
136	SP1	249.93	250.487	0.557	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[industria]le.	[industria]le.	industriale
137	SP2	250.493	253.88	3.387	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	1	0	0	8	ed è più:: (.) grande più pi[ccola di te?]	ed è più:: {P} grande più pi[ccola di te]?	ed è più {P} grande più piccola di te
138	SP1	253.04	255.54	2.5	True	0	0	0	0	0	0	0	0	False	False	False	False	True	137=0.840,139=0.950	0	1	0	7	[no: è più c-] sì più: piccola ((ride))	[no: è più c-] sì più: piccola {ride}	no è più c- sì più piccola {ride}
139	SP2	254.59	255.667	1.077	True	0	0	0	0	0	0	0	0	False	False	False	False	True	138=0.950	0	0	0	3	più piccola okay	più piccola okay	più piccola okay
140	SP2	255.96	261.13	5.17	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	17	sono curiosa di sapere se tu con la tua sorella parli pre- pr[evalentemente xx (.) (tutte e due) okay]	sono curiosa di sapere se tu con la tua sorella parli pre- pr[evalentemente xx {P} (tutte e due) okay]	sono curiosa di sapere se tu con la tua sorella parli pre- prevalentemente x {P} tutte e due okay
141	SP1	259.3	265.269	5.969	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	22	[TUTTE E DUE LINGUE NOI PARLIAMO] tutte e due lingue sì: dipende quale argomento che parliamo però parliamo tutte e due °lingue°.	[TUTTE E DUE LINGUE NOI PARLIAMO] tutte e due lingue sì: dipende quale argomento che parliamo però parliamo tutte e due °lingue°.	tutte e due lingue noi parliamo tutte e due lingue sì dipende quale argomento che parliamo però parliamo tutte e due lingue
142	SP2	265.27	268.79	3.52	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	13	ah tipo ci sono alcuni argomenti che sono: più legati a una l[ingua,]	ah tipo ci sono alcuni argomenti che sono: più legati a una l[ingua],	ah tipo ci sono alcuni argomenti che sono più legati a una lingua
143	SP1	268.33	269.2	0.87	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	2	[sì] (.) °sì°	[sì] {P} °sì°	sì {P} sì
144	SP2	269.387	270.1	0.713	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	per esempio?	per esempio?	per esempio
145	SP1	270.16	279.053	8.993	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	20	no esempio: e::h quando noi parliamo qualche argomenti di proprio c(io)è proprio ital- c(io)è posto qui, allora parliamo come:: m::h	no esempio: e::h quando noi parliamo qualche argomenti di proprio c(io)è proprio ital- c(io)è posto qui, allora parliamo come:: m::h	no esempio eh quando noi parliamo qualche argomenti di proprio cioè proprio ital- cioè posto qui allora parliamo come mh
146	SP1	279.35	284.75	5.4	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	come italiano c(io)è proprio le cose, però eh quando noi parliamo la roba di per la famiglia,	come italiano c(io)è proprio le cose, però eh quando noi parliamo la roba di per la famiglia,	come italiano cioè proprio le cose però eh quando noi parliamo la roba di per la famiglia
147	SP1	284.96	290.04	5.08	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	11	allora vabbè utilizziamo il [lin]gua:: bangla [per per la] fa[miglia assolu]ta[mente.]	allora vabbè utilizziamo il [lin]gua:: bangla [per per la] fa[miglia assolu]ta[mente].	allora vabbè utilizziamo il lingua bangla per per la famiglia assolutamente
148	SP2	286.63	287.17	0.54	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
149	SP2	288.2	288.64	0.44	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
150	SP2	288.8	289.387	0.587	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
151	SP2	289.52	290.033	0.513	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mhmh mh]	[mhmh mh]	mhmh mh
